gene_name,go_domain,go_annotation
YPR141C,Biological process,regulation
YMR039C,Biological process,repair
YMR039C,Biological process,ion
YMR039C,Biological process,positive
YMR039C,Biological process,regulation
YMR039C,Biological process,negative
YOR107W,Biological process,protein
YDR443C,Biological process,negative
YDR443C,Biological process,regulation
YDR443C,Biological process,ion
YDR443C,Biological process,positive
YLL011W,Biological process,ion
YNL191W,Biological process,catabolic process
YNL191W,Biological process,ion
YDR237W,Biological process,ion
YJL110C,Biological process,negative
YJL110C,Biological process,regulation
YJL110C,Biological process,ion
YJL110C,Biological process,protein
YKR048C,Biological process,protein
YKR048C,Biological process,positive
YKR048C,Biological process,regulation
YKR048C,Biological process,ion
YBR001C,Biological process,catabolic process
YPL003W,Biological process,protein
YPL003W,Biological process,ion
YKL108W,Biological process,repair
YKL108W,Biological process,ion
YKL108W,Biological process,negative
YKL108W,Biological process,regulation
YKL108W,Biological process,protein
YJR094C,Biological process,regulation
YJR094C,Biological process,ion
YJR094C,Biological process,positive
YJR074W,Biological process,protein
YPR127W,Biological process,biological_process
YDL148C,Biological process,ion
YAL012W,Biological process,ion
YIL156W,Biological process,protein
YIL156W,Biological process,ion
YJL212C,Biological process,metabolic process
YJL212C,Biological process,transport
YPL156C,Biological process,biological_process
YNL312W,Biological process,ion
YNL312W,Biological process,repair
YNL312W,Biological process,protein
YLR187W,Biological process,biological_process
YDR099W,Biological process,ion
YDR099W,Biological process,metabolic process
YDR099W,Biological process,protein
YDR099W,Biological process,negative
YDR099W,Biological process,regulation
YKL188C,Biological process,ion
YKL188C,Biological process,regulation
YKL188C,Biological process,negative
YKL188C,Biological process,transport
YDR259C,Biological process,negative
YDR259C,Biological process,regulation
YDR259C,Biological process,ion
YDR259C,Biological process,positive
YKL068W,Biological process,ion
YKL068W,Biological process,protein
YKL068W,Biological process,targeting
YKL068W,Biological process,positive
YKL068W,Biological process,regulation
YGR098C,Biological process,ion
YGR098C,Biological process,regulation
YGR098C,Biological process,positive
YGR098C,Biological process,negative
YGR098C,Biological process,protein
YKL093W,Biological process,ion
YMR002W,Biological process,ion
YDL246C,Biological process,metabolic process
YIL096C,Biological process,ion
YFR011C,Biological process,ion
YLR457C,Biological process,ion
YNL249C,Biological process,biological_process
YGR056W,Biological process,repair
YGR056W,Biological process,ion
YOR052C,Biological process,protein
YGR116W,Biological process,negative
YGR116W,Biological process,regulation
YGR116W,Biological process,ion
YGR116W,Biological process,histone
YGR116W,Biological process,positive
YOL159C,Biological process,biological_process
YBR185C,Biological process,membrane organization
YBR185C,Biological process,ion
YBR185C,Biological process,protein
YBR185C,Biological process,positive
YBR185C,Biological process,regulation
YBR129C,Biological process,biological_process
YDR019C,Biological process,metabolic process
YDR019C,Biological process,catabolic process
YBR150C,Biological process,biological_process
YKR105C,Biological process,transport
YDR499W,Biological process,protein
YDR499W,Biological process,ion
YCR054C,Biological process,biological_process
YLL061W,Biological process,transport
YLL061W,Biological process,ion
YDR110W,Biological process,ion
YDR110W,Biological process,negative
YDR110W,Biological process,regulation
YDR110W,Biological process,protein
YDR110W,Biological process,positive
YDR419W,Biological process,ion
YOR221C,Biological process,metabolic process
YOL064C,Biological process,ion
YBL023C,Biological process,repair
YBL023C,Biological process,ion
YBL023C,Biological process,negative
YBL023C,Biological process,regulation
YOR274W,Biological process,ion
YOR329C,Biological process,ion
YOR329C,Biological process,protein
YLR005W,Biological process,repair
YLR005W,Biological process,ion
YNL267W,Biological process,ion
YJL143W,Biological process,protein
YLR461W,Biological process,biological_process
YNL307C,Biological process,ion
YNL307C,Biological process,protein
YNL307C,Biological process,metabolic process
YNL307C,Biological process,negative
YNL307C,Biological process,regulation
YNL307C,Biological process,repair
YNL307C,Biological process,catabolic process
YNL307C,Biological process,biological_process
YJL044C,Biological process,transport
YJL044C,Biological process,protein
YPR164W,Biological process,repair
YPR164W,Biological process,ion
YPR164W,Biological process,negative
YPR164W,Biological process,regulation
YEL060C,Biological process,protein
YEL060C,Biological process,catabolic process
YEL060C,Biological process,starvation
YEL060C,Biological process,ion
YML026C,Biological process,ion
YPR066W,Biological process,protein
YPR066W,Biological process,ion
YDR229W,Biological process,ion
YDL181W,Biological process,negative
YDL181W,Biological process,regulation
YDL181W,Biological process,ion
YBR022W,Biological process,ion
YER177W,Biological process,negative
YER177W,Biological process,regulation
YER177W,Biological process,ion
YER177W,Biological process,metabolic process
YER177W,Biological process,protein
YML048W,Biological process,protein
YML048W,Biological process,ion
YBL064C,Biological process,ion
YHR006W,Biological process,positive
YHR006W,Biological process,regulation
YHR006W,Biological process,ion
YKL221W,Biological process,transport
YGL126W,Biological process,metabolic process
YLR167W,Biological process,ion
YMR270C,Biological process,ion
YLR293C,Biological process,transport
YLR293C,Biological process,ion
YLR293C,Biological process,regulation
YLR228C,Biological process,positive
YLR228C,Biological process,regulation
YLR228C,Biological process,ion
YLR228C,Biological process,starvation
YJR053W,Biological process,negative
YJR053W,Biological process,regulation
YJR053W,Biological process,ion
YJL171C,Biological process,biological_process
YDR374C,Biological process,regulation
YDR374C,Biological process,metabolic process
YDR374C,Biological process,ion
YKL021C,Biological process,ion
YDL167C,Biological process,biological_process
YLR388W,Biological process,ion
YLR373C,Biological process,protein
YLR373C,Biological process,catabolic process
YKR001C,Biological process,protein
YKR001C,Biological process,targeting
YKR001C,Biological process,ion
YKR001C,Biological process,transport
YKR054C,Biological process,ion
YGL013C,Biological process,positive
YGL013C,Biological process,regulation
YGL013C,Biological process,ion
YMR070W,Biological process,negative
YMR070W,Biological process,regulation
YMR070W,Biological process,ion
YMR070W,Biological process,positive
YGR207C,Biological process,biological_process
YDR212W,Biological process,protein
YDR321W,Biological process,catabolic process
YNL052W,Biological process,transport
YNL025C,Biological process,negative
YNL025C,Biological process,regulation
YNL025C,Biological process,ion
YNL025C,Biological process,positive
YDL232W,Biological process,protein
YDL232W,Biological process,ion
YPL119C,Biological process,ion
YLR242C,Biological process,transport
YLR242C,Biological process,regulation
YLR242C,Biological process,ion
YJR148W,Biological process,catabolic process
YMR195W,Biological process,biological_process
YOL087C,Biological process,biological_process
YBR262C,Biological process,ion
YFL036W,Biological process,ion
YIL051C,Biological process,ion
YPL057C,Biological process,metabolic process
YNR010W,Biological process,negative
YNR010W,Biological process,regulation
YNR010W,Biological process,ion
YNR010W,Biological process,positive
YNL169C,Biological process,positive
YNL169C,Biological process,regulation
YNL169C,Biological process,ion
YNL169C,Biological process,protein
YFR034C,Biological process,starvation
YFR034C,Biological process,ion
YFR034C,Biological process,positive
YFR034C,Biological process,regulation
YFR034C,Biological process,metabolic process
YHR070W,Biological process,ion
YDR460W,Biological process,repair
YDR460W,Biological process,ion
YNL112W,Biological process,catabolic process
YNL112W,Biological process,ion
YNL112W,Biological process,protein
YHL047C,Biological process,ion
YHL047C,Biological process,metabolic process
YHL047C,Biological process,transport
YOR335C,Biological process,ion
YLR193C,Biological process,transport
YLR193C,Biological process,metabolic process
YLR193C,Biological process,ion
YLR193C,Biological process,positive
YLR193C,Biological process,regulation
YGL251C,Biological process,ion
YPL255W,Biological process,ion
YPL255W,Biological process,protein
YEL038W,Biological process,ion
YCL014W,Biological process,ion
YCL014W,Biological process,positive
YCL014W,Biological process,regulation
YOL025W,Biological process,negative
YOL025W,Biological process,regulation
YOL025W,Biological process,protein
YOL025W,Biological process,ion
YPL208W,Biological process,ion
YOL147C,Biological process,ion
YPL122C,Biological process,repair
YPL122C,Biological process,ion
YMR313C,Biological process,catabolic process
YMR313C,Biological process,metabolic process
YGL179C,Biological process,metabolic process
YGL179C,Biological process,protein
YGL179C,Biological process,ion
YGR120C,Biological process,transport
YML001W,Biological process,transport
YML001W,Biological process,regulation
YML001W,Biological process,ion
YML001W,Biological process,protein
YLL028W,Biological process,transport
YER016W,Biological process,ion
YER016W,Biological process,negative
YER016W,Biological process,regulation
YER016W,Biological process,positive
YDR438W,Biological process,biological_process
YLR026C,Biological process,transport
YLR026C,Biological process,ion
YJR065C,Biological process,ion
YHR094C,Biological process,transport
YMR095C,Biological process,negative
YMR095C,Biological process,regulation
YMR095C,Biological process,ion
YDL033C,Biological process,ion
YGL247W,Biological process,ion
YPL233W,Biological process,ion
YOR255W,Biological process,ion
YHR024C,Biological process,protein
YHR024C,Biological process,ion
YHR024C,Biological process,targeting
YGR251W,Biological process,ion
YPR047W,Biological process,ion
YEL016C,Biological process,metabolic process
YOL128C,Biological process,protein
YOL128C,Biological process,ion
YPL215W,Biological process,positive
YPL215W,Biological process,regulation
